participant_id,mode,timestamp,attention_score,action,low_streak
P001,adaptive,35.68,0.82,Continue,0
P001,adaptive,35.83,0.83,Continue,0
P001,adaptive,35.98,0.81,Continue,0
P001,adaptive,36.14,0.86,Continue,0
P001,adaptive,36.29,0.83,Continue,0
P001,adaptive,36.46,0.82,Continue,0
P001,adaptive,36.61,0.83,Continue,0
P001,adaptive,36.77,0.86,Continue,0
P001,adaptive,36.92,0.84,Continue,0
P001,adaptive,37.08,0.82,Continue,0
P001,adaptive,37.23,0.82,Continue,0
P001,adaptive,37.39,0.84,Continue,0
P001,adaptive,37.55,0.8,Continue,0
P001,adaptive,37.7,0.88,Continue,0
P001,adaptive,37.86,0.86,Continue,0
P001,adaptive,38.03,0.84,Continue,0
P001,adaptive,38.18,0.86,Continue,0
P001,adaptive,38.34,0.81,Continue,0
P001,adaptive,38.49,0.8,Continue,0
P001,adaptive,38.65,0.86,Continue,0
P001,adaptive,38.8,0.82,Continue,0
P001,adaptive,38.96,0.84,Continue,0
P001,adaptive,39.12,0.84,Continue,0
P001,adaptive,39.28,0.82,Continue,0
P001,adaptive,39.43,0.82,Continue,0
P001,adaptive,39.59,0.83,Continue,0
P001,adaptive,39.74,0.84,Continue,0
P001,adaptive,39.9,0.84,Continue,0
P001,adaptive,40.06,0.81,Continue,0
P001,adaptive,40.21,0.84,Continue,0
P001,adaptive,40.37,0.83,Continue,0
P001,adaptive,40.53,0.84,Continue,0
P001,adaptive,40.68,0.86,Continue,0
P001,adaptive,40.83,0.86,Continue,0
P001,adaptive,40.99,0.85,Continue,0
P001,adaptive,41.15,0.85,Continue,0
P001,adaptive,41.32,0.86,Continue,0
P001,adaptive,41.47,0.83,Continue,0
P001,adaptive,41.62,0.8,Continue,0
P001,adaptive,41.79,0.81,Continue,0
P001,adaptive,41.96,0.78,Continue,0
P001,adaptive,42.12,0.8,Continue,0
P001,adaptive,42.28,0.8,Continue,0
P001,adaptive,42.45,0.83,Continue,0
P001,adaptive,42.61,0.84,Continue,0
P001,adaptive,42.76,0.83,Continue,0
P001,adaptive,42.92,0.86,Continue,0
P001,adaptive,43.08,0.81,Continue,0
P001,adaptive,43.24,0.85,Continue,0
P001,adaptive,43.4,0.8,Continue,0
P001,adaptive,43.55,0.8,Continue,0
P001,adaptive,43.71,0.82,Continue,0
P001,adaptive,43.86,0.78,Continue,0
P001,adaptive,44.02,0.78,Continue,0
P001,adaptive,44.18,0.81,Continue,0
P001,adaptive,44.33,0.84,Continue,0
P001,adaptive,44.49,0.73,Continue,0
P001,adaptive,44.64,0.76,Continue,0
P001,adaptive,44.8,0.78,Continue,0
P001,adaptive,44.96,0.75,Continue,0
P001,adaptive,45.11,0.8,Continue,0
P001,adaptive,45.26,0.8,Continue,0
P001,adaptive,45.42,0.81,Continue,0
P001,adaptive,45.58,0.86,Continue,0
P001,adaptive,45.74,0.84,Continue,0
P001,adaptive,45.91,0.79,Continue,0
P001,adaptive,46.07,0.83,Continue,0
P001,adaptive,46.23,0.83,Continue,0
P001,adaptive,46.38,0.82,Continue,0
P001,adaptive,46.55,0.84,Continue,0
P001,adaptive,46.71,0.84,Continue,0
P001,adaptive,46.87,0.79,Continue,0
P001,adaptive,47.04,0.78,Continue,0
P001,adaptive,47.19,0.78,Continue,0
P001,adaptive,47.35,0.8,Continue,0
P001,adaptive,47.53,0.84,Continue,0
P001,adaptive,47.69,0.78,Continue,0
P001,adaptive,47.84,0.78,Continue,0
P001,adaptive,48.0,0.78,Continue,0
P001,adaptive,48.16,0.84,Continue,0
P001,adaptive,48.31,0.77,Continue,0
P001,adaptive,48.47,0.79,Continue,0
P001,adaptive,48.63,0.77,Continue,0
P001,adaptive,48.78,0.82,Continue,0
P001,adaptive,49.26,0.81,Continue,0
P001,adaptive,49.42,0.8,Continue,0
P001,adaptive,49.58,0.78,Continue,0
P001,adaptive,49.73,0.79,Continue,0
P001,adaptive,49.89,0.77,Continue,0
P001,adaptive,50.04,0.82,Continue,0
P001,adaptive,50.21,0.78,Continue,0
P001,adaptive,50.37,0.81,Continue,0
P001,adaptive,50.53,0.83,Continue,0
P001,adaptive,50.69,0.79,Continue,0
P001,adaptive,50.84,0.78,Continue,0
P001,adaptive,51.0,0.81,Continue,0
P001,adaptive,51.15,0.84,Continue,0
P001,adaptive,51.31,0.8,Continue,0
P001,adaptive,51.48,0.83,Continue,0
P001,adaptive,51.64,0.84,Continue,0
P001,adaptive,51.8,0.82,Continue,0
P001,adaptive,51.96,0.84,Continue,0
P001,adaptive,52.12,0.85,Continue,0
P001,adaptive,52.27,0.82,Continue,0
P001,adaptive,52.43,0.81,Continue,0
P001,adaptive,52.59,0.81,Continue,0
P001,adaptive,52.75,0.8,Continue,0
P001,adaptive,52.91,0.82,Continue,0
P001,adaptive,53.07,0.76,Continue,0
P001,adaptive,53.23,0.83,Continue,0
P001,adaptive,53.4,0.81,Continue,0
P001,adaptive,53.56,0.77,Continue,0
P001,adaptive,53.71,0.81,Continue,0
P001,adaptive,53.87,0.79,Continue,0
P001,adaptive,54.02,0.8,Continue,0
P001,adaptive,54.18,0.8,Continue,0
P001,adaptive,54.33,0.79,Continue,0
P001,adaptive,54.49,0.8,Continue,0
P001,adaptive,54.64,0.79,Continue,0
P001,adaptive,54.8,0.85,Continue,0
P001,adaptive,54.96,0.83,Continue,0
P001,adaptive,55.12,0.83,Continue,0
P001,adaptive,55.28,0.79,Continue,0
P001,adaptive,55.44,0.83,Continue,0
P001,adaptive,55.59,0.82,Continue,0
P001,adaptive,55.75,0.78,Continue,0
P001,adaptive,55.9,0.79,Continue,0
P001,adaptive,56.06,0.83,Continue,0
P001,adaptive,56.22,0.77,Continue,0
P001,adaptive,56.38,0.78,Continue,0
P001,adaptive,56.55,0.83,Continue,0
P001,adaptive,56.7,0.8,Continue,0
P001,adaptive,56.86,0.83,Continue,0
P001,adaptive,57.02,0.81,Continue,0
